score,sentence1,sentence2
1.6669999999999998,woman writing letter,woman sitting desk
3.333,gorilla playing drum,monkey playing drum
0.5,woman riding horse,woman picking tomato
3.75,boy cut grass curb scissors,boy cut grass scissors
3.25,man glass talking,man library talking
1.0,woman cutting flower,woman cutting broccoli
3.5,person walking stone path,man walking sidewalk
4.4,man play keyboard nose,man playing piano nose
0.4,man playing guitar,cat playing
0.4,animal eating,animal hopping
4.2,man lifting weight,man lifting barbell
2.5,man running bus,man run truck
0.25,man climbing rope,man sitting rock
0.25,cat playing piano,cat licking paw
0.25,woman dancing rain,woman adding oil dish
2.6,men running race,racer running track
1.8,man cutting tomato piece,woman cutting potato
0.0,man playing flute,woman applying eye liner
1.2,woman cutting potato,woman slicing carrot
3.6,chicken pecking dead mouse,rooster peck dead mouse
1.2,woman thinly slicing cucumber,woman slicing tomato
3.2,person slicing bread piece,man slicing bread
2.2,woman cutting squash,woman cutting big pepper
0.8,woman adding oil fish,woman riding horse
1.6,woman grating carrot,woman coating pork chop
2.8,someone cleaning animal,woman cleaning shrimp
3.2,man talking phone,man talking
0.8,woman smoking,woman making food
3.8,man laying shooting gun,man laying ground shooting rifle
0.0,man put abulance,man pouring pasta onto plate
0.667,man diving swimming pool,man singing microphone
5.0,man firing shot gun,man shoot shotgun
1.8,man playing guitar,man playing flute
0.4,man peeling potato,man playing guitar
2.0,woman riding horse,man riding horse arena
2.8,airplane move along runway,plane landing runway
0.8,woman slipping watertub,woman lying raft
0.8,man mowing lawn,man mixing
0.75,woman peeling potato,woman hitting man
0.75,man playing piano,man laying ground
1.0,woman ballet,woman riding horse
0.8,woman cutting onion,woman rowing boat
2.7689999999999997,woman stirring rice pot,someone putting rice pan
2.4,woman put slab meat pan,man put piece meat plastic bag
4.4,boy played trumpet,boy playing trumpet
1.8,person riding horse,man riding motorcycle
1.4,woman slicing onion,woman cutting carrot
2.25,man slicing vegetable,woman slicing potato
0.25,cat playing,woman playing flute
3.25,man riding bicycle,man riding bicycle around parking lot
4.5,band performing stage,band playing singing stage
0.8,woman slicing fish cake,woman riding horse
0.8,man eating bread,man playing flute
0.8,woman cooking shrimp,woman dancing
0.25,woman dancing,woman slicing ginger
3.5,woman toss cat air cat hang rod ceiling,person throw cat air grab onto ceiling
4.25,big turtle walking,tortoise walking
0.5,man burning flag,man shooting gun
0.0,man pushing van,woman singing
0.5,man eating wood,man adding oil car
0.6,dog speaking camera,dog eating water melon
2.2,man putting two paper towel paper plate,man putting paper dish
3.2,man woman walking,man woman walking hold
4.4,man cutting rope sword,man slced thick rope sword
3.0,man singing playing guitar,man playing guitar
2.583,man cutting paper,person tearing paper
0.0,man dancing,rat running
1.8,two boy talking phone,woman talking telephone
0.0,man playing guitar,woman peeling tuber
1.4,woman slicing onion,woman slicing lthemons
0.0,woman riding horse,man running rope
0.4,man playing soccer,man drawing figure
0.0,woman peeling orange,man playing flute
3.0,someone cracking egg open,man breaking egg
2.0,man cutting snake cook,woman cutting meat
0.0,woman scraping carrot,man striking clay pot
1.6669999999999998,man woman bollywood dancing,man woman dancing rain
1.0,woman cutting flower,man holding huge sunflower
0.0,man danced diner,bomb exploded desert
4.2,american flag waving,american flag blowing wind
2.6,lion walking enclosed area,lion walking around
0.25,woman slicing lthemon,man showing bread
0.4,woman playing flute,woman slicing tuna
3.5,dog barking toy,dog barking electronic toy duck
3.5,woman adding egg stirring,woman mixing egg bowl
3.0,woman cover piece meat flour,woman seasoning piece meat
3.4,white cat perched small wooden cabinet looking outside window,cat perched table look window
3.6,man floor exercise,man exercising
1.0,man slicing potatoe,man peeling banana
3.6,someone playing piano,person playing keyboard piano
2.8,woman putting makeup man,woman painting face man
4.0,woman droppped eggplant pan,woman put chopped eggplant skillet
3.4,man play trumpet,man playing musical instrument
2.667,woman slicing lthemon,woman kitchen peel lthemon
3.0,tiger try climb wall,lion trying climb wall
4.667,man preparing hanging rope,man tying noose
3.2,woman dance stage,woman dancing
0.2,girl riding horse,girl spraying plant water
1.2,person frying,person peeling potato
0.8,man shooting pistol,woman chopping garlic
0.8,woman swinging arm,woman slicing onion
0.75,man walking outside,man dancing
0.25,man dry hand,woman fix hair
3.25,soccer player kicking soccer ball goal long way field,soccer player kick ball goal
3.333,girl playing piano,little girl playing grand piano stage
3.333,man drawing figure,man drawing digital dry erase board
2.0,monkey hanging tree,monkey swung branch branch
3.0,child jumping trampoline,two boy playing trampoline
4.0,woman knife slicing pepper,woman slicing green pepper
2.0,man adding oil car,man putting antifreeze car
0.4,man slicing carrot machine,man climbing rope
3.2,boy played keyboard,person playing piano keyboard
0.4,cat playing antenna,boy playing mud
2.0,woman slicing pumpkin,person slicing cantaloupe
4.5,people threw dummy cliff edge,people throwing dummy cliff
0.5,gun fired,potato peeled
0.5,woman cutting plastic sheet,woman playing guitar street
4.0,woman cut pineapple,woman slicing pineapple piece
3.75,woman adding spice meat,woman add ingredient beef
4.25,person adding oil pan,cook pouring oil pan
3.75,cook season dough,man seasoning dough pan
2.75,boy running beach,two boy playing beach
3.25,baby monkey scratch,monkey scratched tummy
0.8,boy riding bike gate,woman riding horse
0.25,man card trick,man squeezing water
0.75,man playing piano,someone playing guitar
4.8,man mowing grass,guy mowing lawn
0.8,person mixing water flour,person hitchhiking road
0.0,two dog pen,cowboy rode horse desert
3.0,man riding one wheel motorcycle,person performing trick motorcycle
3.75,cat open drawer climb inside,big cat open plastic drawer paw hop inside
0.0,man opening box using knife,man playing guitar
0.25,man kicking oots water,woman slicing red pepper
0.0,man eating,woman rock climbing
3.5,puppy repeatedly rolling side side back,dog rolling side side
3.25,young boy sings play guitar,kid play guitar
0.4,woman peeling lthemon,man balancing wire
0.8,man playing trumpet,someone playing toad
1.6,dog looking around,dog watching store counter
1.2,woman slicing onion,man shown slicing carrot knife
4.2,man drilled hole wood,man drill wood
0.2,someone cutting circle pink sheet paper,someone pouring tomato sauce pot meat
0.2,man playing flute,man petting tied dog
0.5,man placing meat bag,man drivong car
0.0,girl eating cupcake,man playing trumpet
4.5,rabbit sniffing pawing stuffed rabbit,live rabbit playing stuffed animal bunny
0.0,man buttering bread,woman ridint horse
0.75,woman squeezing cucumber slice,woman getting doused green slime
4.0,man taking inside green pepper,someone rthemoving seed bell pepper
2.75,man take piece pepperoni pizza pizza box put lid close box,man took piece pepperoni pizza box
3.4,man added vegetable broth pot,man adding sliced vegetable cooking bowl water
3.4,man ran jumped wall,man jump wall
2.4,man seasoning sausage,man added seasoning water bowl
3.0,clown singing people dancing,clown singing
0.4,woman feeding aardvark,woman chopping garlic
3.929,person rinsing steak water,man rinsing large steak
3.0,boy rode bike top metal fence,bmx biker ride along top fence
1.75,man throwing knife tree,man showing magic
2.6,girl walking stage,woman model walking catwalk
3.5,woman weight exercise,woman exercising barbell
0.5,man peeling potato,man hiking
3.5,large bird standing table pick plastic glass containing liquid place bowl something,bird pick plastic cup containing liquid beak put cup bowl
0.0,woman rain,car driving along road
0.0,woman hitting man,man holding slow loris
0.0,woman riding elephant,man lifting
1.0,man lifting weight,woman exercising ab
2.0,person riding jetski wave,woman riding seadoo
0.6,woman wearing headphone,woman chopping shiso leaf
4.0,kitten eating food plate,kitten eats food
0.5,woman reading lifestyle magazine,woman slicing meat piece
2.5,man pouring chili bowl,man open pours content bowl
3.25,bird ate food tree bowl,bird eating bowl
2.0,group girl exiting taxi,video clip rihanna leaving taxi
0.0,woman seasoning piece meat,man loading rifle bullet
0.8,man chopping coriander leaf,man playing guitar
0.8,man take slice pizza,man talk cell phone
0.4,man placing meat inside plastic bag,woman carrying wallaby bag
0.0,rabbi talking,man walking rope
0.0,man ride horse,woman rub baby leg
0.0,man playing guitar,smeone laying
0.4,man slicing bun,man breaking pot
0.0,man driving car,woman dip shrimp batter
3.6,dog pawing fly carpet,dog played bug carpet
0.231,dog barking,jet flying
0.0,monkey walking bed,man riding horse
0.5,woman cooking broccoli,man eating food
0.0,man frying tortilla,person performing card trick
2.75,woman serving volleyball net,one woman hand volleyball another woman serf ththem
0.75,man slicing cucumber knife,man cooking tortilla skillet
1.25,man playing electronic keyboard,band playing instrument
0.0,man playing violin,baby ling crawling
3.75,man severs toe thempty leather boot using sword,man cutting boot sword
5.0,person rthemoving scale fish,person descaling fish
0.0,people walking garden,one boy talking man
3.2,young child ride horse,little girl rode horse
0.75,person cutting garlic piece knife,someone putting ingredient wok
0.5,man folding piece paper,man slicing plastic container sword
2.5,man pushed water,man push another man ocean
1.75,boy upset playing video game,someone playing gameboy
4.0,man make call cell phone,man making phone call
0.0,man speaking phone,panda bear chewing stick
4.6,woman applying cosmetic face,woman putting makeup
4.0,man lifted barbell,man lift weight
3.0,woman feed animal hand,woman feeding animal
2.2,several ferret climb cage,ferret climb shelf
0.0,young woman playing flute,woman washing top freezer
2.8,woman shoot shotgun,woman shooting rifle
3.8,person adding chili powder chili bean,man adding seasoning bean
4.4,woman rapidly fire handgun,woman shooting gun
0.0,person slicing onion,solenodon walking along ground
1.75,dog opening fridge,dog close refrigerator door
1.0,woman holding dancing baby,woman abusing child
1.8,woman joker make man,girl applied face makeup man
1.6,lady added cheese sauce,man pours plate shredded cheese pot sauce
2.333,man giving lecture podium,man delivering lecture event celebrating game cricket
2.0,cat shimmied bed,cat crawling upside couch
1.0,woman chopping garlic,woman slice fish
0.0,man cutting grass,masked man sings
0.0,man cutting grass,clown singing
3.0,boy run away fishing line,boy running front fish hanging fishing rod
0.4,man played haki sak office,man seasoning vegetable
